id_anunt,autoritate,castigator,valoare_ron,data,motiv_excludere
CN1059583,SERVICIUL DE AMBULANTA JUDETEAN CONSTANTA,ROVAL MED / S.C. Medplaza Health S.R.L. / VALDOMEDICA TRADING / HELLIMED / CRAD RO / ROSALVAMED PLUS / SANTOMED S.R.L. / MEDIST IMAGING & P.O.C. S.R.L. / VETRO DESIGN / CO&CO Consumer 2002 S.R.L. / PRODCONFARM S.R.L. / S.C.MEDICAL GRUP S.R.L. / AVMED PLUS / TZMO ROMANIA / ALCA DUO MEDICAL S.R.L. / TMS - TOP MEDICAL SUPPLIER / DEMOPHORIUS HEALTHCARE SRL,62931882,2023-09-15,autoritate non-spital
562870-2023,MUNICIPIUL DOROHOI,BIVARIA GRUP S.R.L. / MARSTE NOVA SRL / OVAVINCI SRL / TEHNOPLUS MEDICAL,1392597,2023-09-19,autoritate non-spital
563353-2023,Spital Clinic Judetean de Urgenta Arad,,350000,2023-09-19,procedura anulata / fara castigator (confirmat in XML TED)
563763-2023,Spital Clinic Judetean de Urgenta Arad,,2456265,2023-09-19,procedura anulata / fara castigator (confirmat in XML TED)
567725-2023,CORAX-BIONER CEU,BIO AQUA GROUP / Elta 90 Medical Research SRL / INFRATECH TEHNOLOGIES S.R.L.,139794,2023-09-20,autoritate non-spital
324346-2023,MUNICIPIUL BARLAD,,2538106,2023-09-20,autoritate non-spital
642139-2023,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,ANTISEL RO / Elta 90 Medical Research SRL / Filara BioMed SRL / MEDICLIM S.R.L. / Premium Chem Expert SRL,1914790,2023-09-20,unitate militara fara profil de spital
CN1059723,SPITALUL CLINIC DE RECUPERARE IASI,GLOBAL PLAST S.R.L. / SIDE GRUP S.R.L. / EUROFLEX S.R.L. / MULTI CLEANING SYSTEM,865827,2023-09-20,deseuri menajere dupa titlu ('Hartie igienica/prosoape pentru dispensere si saci menajeri')
209926-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,222777,2023-09-21,autoritate non-spital
38176-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,2068669,2023-09-21,autoritate non-spital
411268-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,225767,2023-09-21,autoritate non-spital
45897-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,2068669,2023-09-21,autoritate non-spital
606575-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,564766,2023-09-21,autoritate non-spital
569486-2023,SPITALUL CLINIC DE URGENTA SF.IOAN,,25046945,2023-09-22,procedura anulata / fara castigator (confirmat in XML TED)
570630-2023,JUDETUL SIBIU,NITECH,38450,2023-09-22,autoritate non-spital
570780-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",KARL STORZ ENDOSCOPIA ROMANIA / PHYSIOMED APARATURA MEDICALA / S.C. MEDITECH S.R.L. S.R.L. / TEHNO ELECTRO MEDICAL COMPANY S.R.L.,551600,2023-09-22,autoritate non-spital
596096-2023,Banca Nationala a Romaniei,SIDE GRUP S.R.L.,511658,2023-09-22,autoritate non-spital
SCN1124739,COMPANIA NATIONALA DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A. prin DRDP BRASOV,Target Point,188297,2023-09-22,entitate privata (SRL/SA)
CN1059831,ORASUL ORAVITA,SAFETY TECHNOLOGY,287069,2023-09-23,autoritate non-spital
CN1059888,MUNICIPIUL PITESTI - CONSILIUL LOCAL AL MUNICIPIULUI PITESTI,PRODENERGO SERVICE S.R.L. / S.C. ARTIMEX PLAY S.R.L.,192370,2023-09-24,autoritate non-spital
142252-2024,Serviciul de Ambulanta al Judetului Timis,ADAR UNIC SOLUTIONS / ALPHA BRIO MEDICAL S.R.L. / ATLAS MEDICAL / AVA MEDICAL SERVICES SRL / CO&CO Consumer 2002 S.R.L. / CRAD RO / CRIO - 2 S.R.L. / DELUXE MEDICRAFTS / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / ROVAL MED / SANROTEX TRADING SRL / SANTOMED / SH MEDICAL SRL / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN / VIOMED CONSUM S.R.L.,232745,2023-09-25,autoritate non-spital
147977-2024,Serviciul de Ambulanta al Judetului Timis,ADAR UNIC SOLUTIONS / ALPHA BRIO MEDICAL S.R.L. / ATLAS MEDICAL / AVA MEDICAL SERVICES SRL / CO&CO Consumer 2002 S.R.L. / CRAD RO / CRIO - 2 S.R.L. / DELUXE MEDICRAFTS / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / ROVAL MED / SANROTEX TRADING SRL / SANTOMED / SH MEDICAL SRL / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN / VIOMED CONSUM S.R.L.,234228,2023-09-25,autoritate non-spital
152779-2024,Serviciul de Ambulanta al Judetului Timis,ADAR UNIC SOLUTIONS / ALPHA BRIO MEDICAL S.R.L. / ATLAS MEDICAL / AVA MEDICAL SERVICES SRL / CO&CO Consumer 2002 S.R.L. / CRAD RO / CRIO - 2 S.R.L. / DELUXE MEDICRAFTS / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / ROVAL MED / SANROTEX TRADING SRL / SANTOMED / SH MEDICAL SRL / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN / VIOMED CONSUM S.R.L.,235658,2023-09-25,autoritate non-spital
575967-2023,Institutul de Boli Cardiovasculare Prof. Dr. I. M. Georgescu,,103376019,2023-09-25,procedura anulata / fara castigator (confirmat in XML TED)
576371-2023,Institutul de Boli Cardiovasculare Prof. Dr. I. M. Georgescu,,4078550,2023-09-25,procedura anulata / fara castigator (confirmat in XML TED)
577006-2023,SERVICIUL DE AMBULANTA JUDETEAN BRASOV,ARTISANA MEDICAL S.R.L. / CO&CO Consumer 2002 S.R.L. / CRAD RO / CRIO - 2 S.R.L. / DANCRI MEDICAL / HELLIMED / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / PRODCONFARM S.R.L. / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING / VIOMED CONSUM S.R.L. / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,125826,2023-09-25,autoritate non-spital
445181-2023,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Dolj,,1512605,2023-09-25,autoritate non-spital
619030-2023,ORASUL ORAVITA,Medist,998130,2023-09-25,autoritate non-spital
SCN1131781,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,Noack Romania S.R.L. / ROMVAC COMPANY / ANTISEL RO SRL / MEDICLIM S.R.L.,59445,2023-09-25,autoritate non-spital
577925-2023,SPITAL MUNICIPAL GHEORGHENI,,2077314,2023-09-26,procedura anulata / fara castigator (confirmat in XML TED)
577933-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,2021169,2023-09-26,autoritate non-spital
578154-2023,UNIVERSITATEA CRAIOVA,BTL ROMANIA APARATURA MEDICALA S.R.L. / LIAMED / S.C. MST SOLUTIONS SRL S.R.L. / S.C. Russi Scientific Instruments S.R.L.,640338,2023-09-26,autoritate non-spital
578748-2023,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",ALLIGATOR S.R.L. / DENTSTORE / Dentotal Protect S.R.L. / HALMADENT SRL / MEDIDENT EXIM S.R.L. / SC DEXELLENCE PROJECT SRL / TEHNICAL DENT / TERRAMOLD SOLUTIONS,995676,2023-09-26,autoritate non-spital
579028-2023,SPITALUL CLINIC JUDETEAN DE URGENTA SF. APOSTOL ANDREI,,2563995,2023-09-26,procedura anulata / fara castigator (confirmat in XML TED)
SCN1126041,Universitatea de Medicina si Farmacie din Craiova,TEHNODENT POKA S.R.L.,362745,2023-09-26,autoritate non-spital
SCN1131849,Directia Generala de Asistenta Sociala si Protectia Copilului Timis,S.C. EUROSTING AAW INDUSTRY S.R.L. / KAPAN-SPORT,34235,2023-09-26,autoritate non-spital
580757-2023,JUDETUL SALAJ,,1789200,2023-09-27,autoritate non-spital
582453-2023,MUNICIPIUL ORADEA,ARCA PERFORMANCE SOLUTIONS / AVANT MARIS MEDICAL S.R.L. / KARL STORZ ENDOSCOPIA ROMANIA / MEDIMPACT / MINIMED SOLUTIONS S.R.L. / S.C. DELTAMED S.R.L. / VIVA MED MARKET S.R.L.,11018764,2023-09-27,autoritate non-spital
CN1060002,MUNICIPIUL TARGOVISTE,DOLAS ECOTRADE,212100,2023-09-28,autoritate non-spital
583693-2023,SERVICIUL DE AMBULANTA JUDETEAN IASI,ALCA DUO MEDICAL S.R.L. / Biolife Systems / CO&CO Consumer 2002 S.R.L. / CORAMED MEDIZINISCHE PRODUKTE / CRAD RO / CRIO - 2 S.R.L. / DELTAMED / DELUXE MEDICRAFTS / HELLIMED / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / NANO BIO MEDICAL S.R.L. / Natural Es-medical S.R.L / Novaintermed S.R.L. / PREBOX EMS / RICOMED / ROVAL MED / SANROTEX TRADING SRL / TAISSIS CONCEPT / TZMO ROMANIA / VETRO DESIGN / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,1973910,2023-09-29,autoritate non-spital
586578-2023,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR DOLJ,ROMSPECTRA IMPEX S.R.L.,1512600,2023-09-29,autoritate non-spital
634754-2023,PRO-VITAM SRL,MEDIQ INNOVATIVE TECHNOLOGIES SRL,695000,2023-09-29,entitate privata (SRL/SA)
SCN1132098,ORASUL FLAMANZI,S.C. AMBIENT ROOF DAHA S.R.L.,66835,2023-09-29,autoritate non-spital
CN1055819,CORAX-BIONER CEU,BIO AQUA GROUP,340450,2023-09-30,autoritate non-spital
592565-2023,ORASUL HOREZU - CONSILIUL LOCAL HOREZU,SH MEDICAL SRL / SUPERMEDICAL SRL,334300,2023-10-02,autoritate non-spital
605149-2023,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR TULCEA,ROMSPECTRA IMPEX S.R.L.,1495000,2023-10-02,autoritate non-spital
593424-2023,MUNICIPIUL CARACAL,,3132575,2023-10-03,autoritate non-spital
628981-2023,Municipiul Vatra Dornei,OVAVINCI / Proton Impex 2000 S.R.L. / S.C. A&B COMPUTERS S.R.L. / S.C. ANA INVEST & RESEARCH SRL,1988792,2023-10-03,autoritate non-spital
SCN1132231,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI VRANCEA,MOBTECO PRODUCT S.R.L.,345687,2023-10-03,autoritate non-spital
470129-2023,MUNICIPIUL CARACAL,,2016807,2023-10-04,autoritate non-spital
619066-2023,MUNICIPIUL TARGOVISTE,Altamira Impex / EURODIDACTICA S.R.L. / GBC EXIM S.R.L. / S.C. ARTIMEX PLAY S.R.L. / TITAN TRACO,1990087,2023-10-04,autoritate non-spital
SCN1132354,CLUBUL SPORTIV MUNICIPAL BUCURESTI,PROFESSIONAL FARMA LINE,,2023-10-04,autoritate non-spital
599979-2023,Spitalul Clinic Judetean de Urgenta Targu.Mures,,1002000,2023-10-06,procedura anulata / fara castigator (confirmat in XML TED)
600148-2023,JUDETUL SATU MARE,GLOBAL MEDICAL SOLUTIONS / NITECH,3654269,2023-10-06,autoritate non-spital
600393-2023,SERVICIUL DE AMBULANTA JUDETEAN CONSTANTA,AVA MEDICAL SERVICES SRL / ENGLOBER S.R.L. / HELLIMED / LUAN VISION / MEDCLAS TRADING S.R.L. / MERCATOR MEDICAL / NAFKA GRUP / SANROTEX TRADING SRL / TAISSIS CONCEPT / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING / VETRO DESIGN / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,521422,2023-10-06,autoritate non-spital
600519-2023,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,ADION PRODIMPEXTRANS S.R.L. / BTL ROMANIA APARATURA MEDICALA S.R.L. / CATTUS S.R.L. / Danson S.R.L. / Dental Vladmed V&M SRL / HELLIMED / KRAL MEDICAL SOLUTIONS SRL / NOVOMED INTERNATIONAL SRL / PHILIPS ROMANIA / PHM COMSERV S.R.L. / Proton Impex 2000 S.R.L. / RAFI MEDICAL / RETCO S.R.L. / S.C. AUTOLOG GREENLINE S.R.L. / TEHNO ELECTRO MEDICAL COMPANY S.R.L.,1770515,2023-10-06,unitate militara fara profil de spital
601323-2023,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,ADION PRODIMPEXTRANS S.R.L. / Danson S.R.L. / Dental Vladmed V&M SRL / FRESENIUS KABI ROMANIA / HELLIMED / KRAL MEDICAL SOLUTIONS SRL / LIAMED / MEDIKA H & S IMPEX S.R.L. / NITECH / Novaintermed S.R.L. / PRIMERA MED TECHNOLOGY / S.C. NUMERIS COM S.R.L. / S.C. PRO CARDIA S.R.L. / ULTRASONIC S.R.L.,496845,2023-10-06,unitate militara fara profil de spital
601588-2023,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,CATTUS S.R.L. / LIAMED / MEDIMPACT / RICOMED / S.C. NEOMED S..R.L. / S.C. NERAMO DISTRIBUTION S.R.L. / S.C.MEDICAL GRUP S.R.L.,438746,2023-10-06,unitate militara fara profil de spital
603270-2023,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,MEDICAL GRUP / MEDITECH S.R.L.,896650,2023-10-06,unitate militara fara profil de spital
604635-2023,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,CATTUS,4550000,2023-10-06,unitate militara fara profil de spital
604783-2023,SERVICIUL JUDETEAN DE AMBULANTA ARGES,ALPHA BRIO MEDICAL S.R.L. / DELUXE MEDICRAFTS / FARMACIA OMNIA / FLEXAL IMPEX S.R.L. / LUAN VISION / MEDICAL GRUP / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING,844195,2023-10-06,autoritate non-spital
605262-2023,SPITALUL CLINIC DE URGENTA SF.IOAN,,12187622,2023-10-06,procedura anulata / fara castigator (confirmat in XML TED)
CN1060264,Serviciul Judetean de Ambulanta Botosani,TAISSIS CONCEPT / X-Lab Solutions S.R.L. / B.BRAUN MEDICAL / FARMACIA OMNIA / ROVAL MED / RICOMED / PRODCONFARM S.R.L. / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / VALDOMEDICA TRADING / LUAN VISION / TZMO ROMANIA / ALCA DUO MEDICAL S.R.L. / VETRO DESIGN,2749691,2023-10-06,autoritate non-spital
SCN1132488,JUDETUL BOTOSANI,DHS BIKE PARTS / BRO ROM INDUSTRIAL MACHINES-SIBIU,264801,2023-10-06,autoritate non-spital
606172-2023,SERVICIUL DE AMBULANTA JUDETEAN IASI,ALCA DUO MEDICAL S.R.L. / Biolife Systems / CO&CO Consumer 2002 S.R.L. / CORAMED MEDIZINISCHE PRODUKTE / CRAD RO / CRIO - 2 S.R.L. / DELTAMED / DELUXE MEDICRAFTS / HELLIMED / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / NANO BIO MEDICAL S.R.L. / Natural Es-medical S.R.L / Novaintermed S.R.L. / PREBOX EMS / RICOMED / ROVAL MED / SANROTEX TRADING SRL / TAISSIS CONCEPT / TZMO ROMANIA / VETRO DESIGN / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,2117266,2023-10-09,autoritate non-spital
606478-2023,Serviciul de Ambulanta Judetean Bacau,ALISON HAYES (ROMANIA) / ALPHA BRIO MEDICAL S.R.L. / CRIO - 2 S.R.L. / DANCRI MEDICAL / DELUXE MEDICRAFTS / FARMACIA OMNIA / LUAN VISION / MEDICAL GRUP / MEDIMPACT / NERAMO DISTRIBUTION / TOP TRADE MEDICAL / VALDOMEDICA TRADING / VETRO DESIGN,903990,2023-10-09,autoritate non-spital
611200-2023,SERVICIUL DE AMBULANTA JUDETEAN CONSTANTA,AVA MEDICAL SERVICES SRL / ENGLOBER S.R.L. / HELLIMED / LUAN VISION / MEDCLAS TRADING S.R.L. / MERCATOR MEDICAL / NAFKA GRUP / SANROTEX TRADING SRL / TAISSIS CONCEPT / TMS - TOP MEDICAL SUPPLIER / VALDOMEDICA TRADING / VETRO DESIGN / ZARYS INTERNATIONAL GROUP MEDICAL EQUIPMENT S.R.L.,521422,2023-10-10,autoritate non-spital
SCN1132666,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,ANTISEL RO SRL / EUROVET LAB S.R.L.,274396,2023-10-10,autoritate non-spital
612498-2023,Universitatea de Medicina si Farmacie din Craiova,ALBEDO S.R.L.,65037,2023-10-11,autoritate non-spital
613950-2023,JUDETUL GALATI,,21906765,2023-10-11,autoritate non-spital
614125-2023,JUDETUL SATU MARE,GLOBAL MEDICAL SOLUTIONS / NITECH,3654269,2023-10-11,autoritate non-spital
SCN1132689,Comuna Gornesti,WOODART,215600,2023-10-11,autoritate non-spital
648211-2023,Ministerul Sanatatii,MEDIMPACT / TODAY SOLUTION,1521271,2023-10-12,autoritate non-spital
621470-2023,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",,703613,2023-10-13,autoritate non-spital
621998-2023,JUDETUL ARGES,CATTUS S.R.L. / DVC MEDICAL VISION SRL / HALMADENT SRL / IT HERO TECHNOLOGIES S.R.L. / MEDICAL DEVICE STORE SRL / MEDIST IMAGING & P.O.C. S.R.L.,929310,2023-10-13,autoritate non-spital
792301-2023,MUNICIPIUL DRAGASANI,BPM TEHNOLOGICA / CATTUS / GLOBAL MEDICAL SOLUTIONS SRL,3819468,2023-10-13,autoritate non-spital
716901-2023,"Centrul Medical de Evaluare,Terapie,Educatie Medicala Specifica si Recup pentru Copii si Tineri ""Cristian Serban"" Buzias",BIOMEDICA MEDIZINPRODUKTE ROMANIA SRL / DTL Medical SRL / REO MEDICAL APARATURA MEDICALA / RIDA S SRL,756614,2023-10-13,autoritate non-spital
CN1060551,Inspectoratul General pentru Situatii de Urgenta,MLM MEDICAL S.R.L. / DELTAMED / POP INDUSTRY S.R.L.,308552,2023-10-13,autoritate non-spital
SCN1127437,"Universitatea de Medicina si Farmacie ""Carol Davila""",TEHNO ELECTRO MEDICAL COMPANY S.R.L.,416000,2023-10-14,autoritate non-spital
216064-2023,JUDETUL GALATI,,8564172,2023-10-16,autoritate non-spital
489695-2023,CONSILIUL JUDETEAN GORJ,,2169748,2023-10-16,autoritate non-spital
SCN1132961,DIRECTIA SANITAR VETERINARA SI PENTRU SIGURANTA ALIMENTELOR MARAMURES,NOVA GROUP INVESTMENT / Noack Romania S.R.L. / DIALAB SOLUTIONS / ROMVAC COMPANY / EUROVET LAB S.R.L. / MEDICLIM S.R.L.,238165,2023-10-16,autoritate non-spital
626369-2023,ADMINISTRATIA SPITALELOR SI SERVICIILOR MEDICALE BUCURESTI,,814017,2023-10-17,procedura anulata / fara castigator (confirmat in XML TED)
626375-2023,Serviciul de Ambulanta Judetean Bihor,ALPHA BRIO MEDICAL S.R.L. / BIZMED / HELLIMED / IOANA N & M SRL / LUAN VISION / MEDICAL GRUP / MEDIMPACT / NETWORK MEDICAL SOLUTION / Natural Es-medical S.R.L / TZMO ROMANIA / VALDOMEDICA TRADING / VOGUE ART,873076,2023-10-17,autoritate non-spital
626710-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",Nastimed Serv / S.C. Medica M3 Comexim S.R.L. / TEHNODENT POKA S.R.L.,1490120,2023-10-17,autoritate non-spital
627836-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",TEHNODENT POKA S.R.L.,878663,2023-10-17,autoritate non-spital
628337-2023,Serviciul de Ambulanta Judetean Bihor,ARTISANA MEDICAL S.R.L. / DELUXE CARDS / EUROMEDICAL IMPORT EXPORT / Euroexpand Impex / Filtre Aer Curat S.R.L. / LUAN VISION / MEDICAL GRUP / MEDIMPACT / MEDITECH CMA / Medplaza Health / NAFKA GRUP / ROVAL MED / VALDOMEDICA TRADING,1322250,2023-10-17,autoritate non-spital
628771-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTAL PARTNER'S GRUP / Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,3100660,2023-10-17,autoritate non-spital
645662-2023,Municipiul Galati,Elta 90 Medical Research SRL / TUNIC PROD S.R.L.,1725340,2023-10-17,autoritate non-spital
630218-2023,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BRASOV,A.M.S. 2000 TRADING IMPEX / ANTISEL RO / Agilrom Scientific / DIALAB SOLUTIONS / DIAMEDIX IMPEX / EUROVET LAB / FARMAVET / Filara BioMed SRL / MEDICLIM S.R.L. / NOVA GROUP INVESTMENT / NOVACHIM TRADING / ROMVAC COMPANY / SANIMED INTERNATIONAL IMPEX / TUNIC PROD S.R.L.,3123783,2023-10-18,autoritate non-spital
346173-2023,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,,2147647,2023-10-19,unitate militara fara profil de spital
CN1053160,SC IRUM SA Reghin,Net Brinel,130711,2023-10-19,entitate privata (SRL/SA)
CN1060803,MUNICIPIUL ONESTI,LIAMED,31700,2023-10-19,autoritate non-spital
SCN1133277,COMUNA BRAZII,DISTINCT MOB / CG&GC Hitech Solutions SRL,253472,2023-10-19,autoritate non-spital
636757-2023,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ANTISEL RO / Agilrom Scientific / BIO AQUA GROUP / CHROMAKTIV S.R.L. / CO&CO Consumer 2002 S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / LABORSISTEM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Novaintermed S.R.L. / PAUL HARTMANN / ROMBIOMEDICA / TEHNO ELECTRO MEDICAL COMPANY S.R.L. / TUNIC PROD S.R.L.,6289570,2023-10-20,autoritate non-spital
CN1060927,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,NITECH S.R.L. / LIAMED / LINK BUILDER SRL,49970,2023-10-21,unitate militara fara profil de spital
641499-2023,SPITALUL CLINIC DE URGENTA SF.IOAN,,43340928,2023-10-23,procedura anulata / fara castigator (confirmat in XML TED)
642876-2023,MUNICIPIUL CARACAL,BPM TEHNOLOGICA,2016750,2023-10-23,autoritate non-spital
148332-2023,UNIVERSITATEA VALAHIA DIN TARGOVISTE,,5860407,2023-10-23,autoritate non-spital
677223-2023,UNITATEA MILITARA 02301,FITT-BEAUTY S.R.L. / GOLDNUTRITION EEC / PROFESSIONAL FARMA LINE / SMART NUTRITION SRL,844639,2023-10-23,unitate militara fara profil de spital
687325-2023,Consiliul Judetean Suceava,SIEMENS HEALTHCARE SRL,1889250,2023-10-23,autoritate non-spital
644905-2023,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,,3321848,2023-10-24,autoritate non-spital
645162-2023,Serviciul de Ambulanta al Judetului Timis,ADAR UNIC SOLUTIONS / ALPHA BRIO MEDICAL S.R.L. / ATLAS MEDICAL / AVA MEDICAL SERVICES SRL / CO&CO Consumer 2002 S.R.L. / CRAD RO / CRIO - 2 S.R.L. / DELUXE MEDICRAFTS / IOANA N & M SRL / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / Medplaza Health / NAFKA GRUP / ROVAL MED / SANROTEX TRADING SRL / SANTOMED / SH MEDICAL SRL / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN / VIOMED CONSUM S.R.L.,962720,2023-10-24,autoritate non-spital
645893-2023,MUNICIPIUL CARACAL,CATTUS S.R.L. / Logaritm / S.C. EDITRONIC INTERNATIONAL S.R.L. / UNIVERSAL MEDICAL S.R.L.,2696170,2023-10-24,autoritate non-spital
676908-2023,JUDETUL VASLUI,ANDCOR S.R.L. / DTL Medical SRL / LIAMED / NOVA TECH MED / NOVOMED INTERNATIONAL SRL,1985447,2023-10-24,autoritate non-spital
698369-2023,Inspectoratul General pentru Situatii de Urgenta,CALORIS GROUP / Endress Group Romania S.R.L. / POP INDUSTRY / POP INDUSTRY S.R.L.,1863853,2023-10-24,autoritate non-spital
SCN1133518,UAT Comuna Cotnari,ANA INVEST & RESEARCH / PLATEROM S.R.L.,127905,2023-10-24,autoritate non-spital
58949-2024,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ANTISEL RO / Agilrom Scientific / BIO AQUA GROUP / CHROMAKTIV S.R.L. / CO&CO Consumer 2002 S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / LABORSISTEM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Novaintermed S.R.L. / PAUL HARTMANN / ROMBIOMEDICA / TEHNO ELECTRO MEDICAL COMPANY S.R.L. / TUNIC PROD S.R.L.,6289570,2023-10-25,autoritate non-spital
661550-2023,MUNICIPIUL DOROHOI,MEDIST IMAGING & P.O.C.,936000,2023-10-25,autoritate non-spital
CN1061074,INSTITUTUL NATIONAL DE HEMATOLOGIE TRANSFUZIONALA Prof.Dr.C.T.Nicolau,CHRONOS TRADE MEDICAL,,2023-10-25,institut de cercetare / fara paturi de spital
SCN1133539,Directia Generala de Asistenta Sociala si Protectia Copilului Constanta,OVAVINCI / MOBTECO PRODUCT S.R.L. / EUROSTING AAW INDUSTRY / TRANSLIMA,282418,2023-10-25,autoritate non-spital
313932-2023,Județul Brașov,,5588927,2023-10-26,autoritate non-spital
SCN1133626,Directia Generala de Asistenta Sociala si Protectia Copilului Constanta,OVAVINCI / DRUGON INTERNATIONAL / TRANSLIMA,272373,2023-10-26,autoritate non-spital
650857-2023,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,HALMADENT SRL / S.C. TEHNICAL DENT S.R.L. / TEHNOPLUS MEDICAL,108655,2023-10-27,unitate militara fara profil de spital
652438-2023,UNIVERSITATEA TEHNICA DIN CLUJ NAPOCA,YOTTA VOLT,248469,2023-10-27,autoritate non-spital
653844-2023,JUDETUL ARGES,DACORUM GRUP / MEDICAL SIMULATOR PROJECTS / Microcomputer Service S.A. / TEHNOPLUS MEDICAL,774702,2023-10-27,autoritate non-spital
654946-2023,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,41541600,2023-10-27,procedura anulata / fara castigator (confirmat in XML TED)
